Date,Region,Channel,Sales,Leads,Conversions,Revenue
2024-03-30,South,Ads,4231,35,10,1169.54
2024-03-30,South,Social Media,764,126,37,225.51
2024-03-30,South,Referral,3221,176,39,780.23
2024-03-30,East,Email,2132,37,8,540.04
2024-03-30,East,Ads,1012,151,5,30.05
2024-03-30,East,Social Media,2206,78,33,1012.08
2024-03-30,East,Referral,2653,124,37,923.93
2024-03-30,West,Email,2865,53,24,1427.23
2024-03-30,West,Ads,1579,132,14,139.41
2024-03-30,West,Social Media,3241,132,38,1002.62
2024-03-30,West,Referral,4784,189,18,521.49
2024-03-31,North,Email,1418,49,35,996.95
2024-03-31,North,Ads,2358,90,19,594.75
2024-03-31,North,Social Media,4077,87,47,2113.22
2024-03-31,North,Referral,2910,48,22,1352.24
2024-03-31,South,Email,3068,194,13,242.93
2024-03-31,South,Ads,3238,147,21,523.17
2024-03-31,South,Social Media,4505,91,2,116.89
2024-03-31,South,Referral,3940,43,8,641.29
2024-03-31,East,Email,4268,79,36,1838.54
2024-03-31,East,Ads,4105,145,30,929.96
2024-03-31,East,Social Media,3101,117,2,62.62
2024-03-31,East,Referral,2659,165,18,268.56
2024-03-31,West,Email,3018,129,23,585.0
2024-03-31,West,Ads,2410,166,45,528.08
2024-03-31,West,Social Media,3685,144,2,57.76
2024-03-31,West,Referral,4048,184,2,52.02
2024-04-01,North,Email,2051,142,41,524.04
2024-04-01,North,Ads,4660,119,11,431.18
2024-04-01,North,Social Media,4460,42,8,747.32
2024-04-01,North,Referral,3898,127,16,565.42
2024-04-01,South,Email,1504,97,17,227.73
2024-04-01,South,Ads,3206,21,11,1473.97
2024-04-01,South,Social Media,1604,159,7,74.99
2024-04-01,South,Referral,3420,103,2,57.26
2024-04-01,East,Email,3048,77,7,309.58
2024-04-01,East,Ads,1401,64,34,607.28
2024-04-01,East,Social Media,4986,98,45,2719.56
2024-04-01,East,Referral,1047,128,28,270.05
2024-04-01,West,Email,2090,141,34,505.61
2024-04-01,West,Ads,1305,138,17,178.46
2024-04-01,West,Social Media,3725,54,16,1160.46
2024-04-01,West,Referral,2960,53,34,2231.6
2024-04-02,North,Email,4234,90,4,212.71
2024-04-02,North,Ads,3141,62,8,457.22
2024-04-02,North,Social Media,4144,33,21,2780.17
2024-04-02,North,Referral,3674,29,8,1145.2
2024-04-02,South,Email,1169,168,18,121.54
2024-04-02,South,Ads,4578,189,13,327.6
2024-04-02,South,Social Media,3100,51,16,1073.43
2024-04-02,South,Referral,783,83,47,438.3
2024-04-02,East,Email,1965,149,37,491.33
2024-04-02,East,Ads,2560,34,26,2101.63
2024-04-02,East,Social Media,2994,93,26,873.8
2024-04-02,East,Referral,3688,185,42,696.81
2024-04-02,West,Email,4961,139,34,1014.35
2024-04-02,West,Ads,2776,76,3,105.08
2024-04-02,West,Social Media,2543,81,25,724.5
2024-04-02,West,Referral,4712,69,49,3455.38
2024-04-03,North,Email,3501,104,22,723.94
2024-04-03,North,Ads,1424,171,11,92.87
2024-04-03,North,Social Media,2821,61,49,2086.09
2024-04-03,North,Referral,1056,101,18,178.57
2024-04-03,South,Email,4004,176,32,583.52
2024-04-03,South,Ads,3776,98,28,1063.77
2024-04-03,South,Social Media,1496,38,27,1241.19
2024-04-03,South,Referral,1677,173,47,539.71
2024-04-03,East,Email,2216,150,3,51.72
2024-04-03,East,Ads,1286,36,34,1180.96
2024-04-03,East,Social Media,4267,82,4,202.63
2024-04-03,East,Referral,1165,118,9,99.3
2024-04-03,West,Email,4201,26,15,2657.9
2024-04-03,West,Ads,1712,73,2,38.49
2024-04-03,West,Social Media,3011,163,9,182.81
2024-04-03,West,Referral,3705,163,21,417.46
2024-04-04,North,Email,3804,97,44,1458.31
2024-04-04,North,Ads,1857,180,27,225.83
2024-04-04,North,Social Media,1223,82,4,70.81
2024-04-04,North,Referral,4336,173,12,314.38
2024-04-04,South,Email,3857,68,13,873.66
2024-04-04,South,Ads,4161,145,35,1071.36
2024-04-04,South,Social Media,2459,85,43,1481.45
2024-04-04,South,Referral,1602,42,18,779.7
2024-04-04,East,Email,1799,65,4,110.37
2024-04-04,East,Ads,4379,85,37,1843.85
2024-04-04,East,Social Media,3910,181,45,1029.83
2024-04-04,East,Referral,2496,119,23,406.81
2024-04-04,West,Email,4775,142,31,969.8
2024-04-04,West,Ads,2297,103,28,712.2
2024-04-04,West,Social Media,1315,154,6,44.71
2024-04-04,West,Referral,4787,150,6,207.3
2024-04-05,North,Email,3864,28,16,1890.53
2024-04-05,North,Ads,5000,91,22,1371.51
2024-04-05,North,Social Media,2141,144,36,493.77
2024-04-05,North,Referral,3325,159,39,824.57
2024-04-05,South,Email,3809,53,42,3406.8
2024-04-05,South,Ads,2436,164,4,54.73
2024-04-05,South,Social Media,1382,20,13,739.23
2024-04-05,South,Referral,3485,160,35,725.67
2024-04-05,East,Email,4809,140,5,177.43
2024-04-05,East,Ads,518,149,13,49.93
2024-04-05,East,Social Media,1365,25,9,457.67
2024-04-05,East,Referral,3838,146,13,340.34
2024-04-05,West,Email,3067,158,37,631.33
2024-04-05,West,Ads,2759,131,9,210.36
2024-04-05,West,Social Media,1373,33,17,689.68
2024-04-05,West,Referral,1353,168,45,340.23
2024-04-06,North,Email,3226,39,25,1975.17
2024-04-06,North,Ads,1769,63,23,603.54
2024-04-06,North,Social Media,1969,141,7,99.82
2024-04-06,North,Referral,741,57,25,302.2
2024-04-06,South,Email,569,104,40,217.4
2024-04-06,South,Ads,3279,76,33,1620.64
2024-04-06,South,Social Media,1821,46,11,436.31
2024-04-06,South,Referral,4365,44,12,1329.47
2024-04-06,East,Email,679,145,24,95.21
2024-04-06,East,Ads,3123,52,22,1189.61
2024-04-06,East,Social Media,2776,103,36,1110.28
2024-04-06,East,Referral,4997,129,25,1013.82
2024-04-06,West,Email,2065,191,11,114.37
2024-04-06,West,Ads,676,158,3,15.25
2024-04-06,West,Social Media,3735,180,48,910.18
2024-04-06,West,Referral,3613,166,19,406.2
2024-04-07,North,Email,1453,42,17,545.31
2024-04-07,North,Ads,1045,72,9,113.48
2024-04-07,North,Social Media,504,173,31,74.56
2024-04-07,North,Referral,1862,48,4,177.02
2024-04-07,South,Email,3438,95,3,87.55
2024-04-07,South,Ads,3136,21,6,858.04
2024-04-07,South,Social Media,3659,35,24,2591.05
2024-04-07,South,Referral,828,51,16,299.23
2024-04-07,East,Email,3901,71,14,698.92
2024-04-07,East,Ads,1154,125,8,81.55
2024-04-07,East,Social Media,3926,162,49,1023.55
2024-04-07,East,Referral,3257,84,5,172.6
2024-04-07,West,Email,4621,184,24,560.83
2024-04-07,West,Ads,1508,187,14,96.21
2024-04-07,West,Social Media,1489,87,41,720.07
2024-04-07,West,Referral,4952,116,29,1240.66
2024-04-08,North,Email,4408,47,36,2881.63
2024-04-08,North,Ads,1377,96,40,675.04
2024-04-08,North,Social Media,2915,77,15,476.83
2024-04-08,North,Referral,921,87,34,318.92
2024-04-08,South,Email,1723,120,11,128.4
2024-04-08,South,Ads,1154,185,16,82.39
2024-04-08,South,Social Media,4166,70,11,603.46
2024-04-08,South,Referral,2551,114,19,348.13
2024-04-08,East,Email,4810,117,37,1599.52
2024-04-08,East,Ads,1072,72,19,310.14
2024-04-08,East,Social Media,3634,140,35,1001.6
2024-04-08,East,Referral,1271,112,42,406.72
2024-04-08,West,Email,933,47,43,998.47
2024-04-08,West,Ads,3640,117,43,1267.87
2024-04-08,West,Social Media,3411,36,28,3040.94
2024-04-08,West,Referral,4257,189,40,726.77
2024-04-09,North,Email,1418,169,5,45.33
2024-04-09,North,Ads,1335,149,50,482.34
2024-04-09,North,Social Media,746,145,32,165.16
2024-04-09,North,Referral,3938,187,49,999.17
2024-04-09,South,Email,4522,196,27,643.38
2024-04-09,South,Ads,3938,162,28,668.9
2024-04-09,South,Social Media,3991,132,23,796.55
2024-04-09,South,Referral,1253,143,50,369.97
2024-04-09,East,Email,2347,114,45,816.75
2024-04-09,East,Ads,4426,200,21,381.94
2024-04-09,East,Social Media,664,168,16,63.31
2024-04-09,East,Referral,2584,96,20,496.32
2024-04-09,West,Email,4657,183,37,1022.7
2024-04-09,West,Ads,518,128,45,162.26
2024-04-09,West,Social Media,1079,53,3,57.24
2024-04-09,West,Referral,3539,61,42,2123.98
2024-04-10,North,Email,952,141,11,66.98
2024-04-10,North,Ads,1967,147,22,246.89
2024-04-10,North,Social Media,1380,97,22,346.28
2024-04-10,North,Referral,4644,28,18,3313.21
2024-04-10,South,Email,4145,71,41,2324.99
2024-04-10,South,Ads,2694,69,34,1121.42
2024-04-10,South,Social Media,945,62,50,910.46
2024-04-10,South,Referral,3837,114,7,274.14
2024-04-10,East,Email,4525,40,29,3840.83
2024-04-10,East,Ads,3809,135,21,603.72
2024-04-10,East,Social Media,4620,175,6,135.77
2024-04-10,East,Referral,4614,147,34,1280.11
2024-04-10,West,Email,1910,189,22,212.75
2024-04-10,West,Ads,1051,86,26,310.06
2024-04-10,West,Social Media,1497,74,21,393.63
2024-04-10,West,Referral,4437,131,24,778.06
2024-04-11,North,Email,872,106,10,66.01
2024-04-11,North,Ads,2822,154,43,933.18
2024-04-11,North,Social Media,2876,36,28,2020.03
2024-04-11,North,Referral,1074,81,37,539.4
2024-04-11,South,Email,1257,100,40,483.82
2024-04-11,South,Ads,3959,172,6,113.67
2024-04-11,South,Social Media,3275,48,10,619.98
2024-04-11,South,Referral,2187,33,6,400.05
2024-04-11,East,Email,1222,31,19,710.31
2024-04-11,East,Ads,843,118,24,163.54
2024-04-11,East,Social Media,3906,51,10,852.21
2024-04-11,East,Referral,1419,182,23,200.6
2024-04-11,West,Email,1599,167,2,16.76
2024-04-11,West,Ads,2045,66,33,1083.15
2024-04-11,West,Social Media,3439,105,19,708.12
2024-04-11,West,Referral,1178,196,30,161.85
2024-04-12,North,Email,2107,73,32,1004.16
2024-04-12,North,Ads,1925,57,10,387.3
2024-04-12,North,Social Media,1778,198,36,329.78
2024-04-12,North,Referral,4303,177,5,137.96
2024-04-12,South,Email,3983,169,32,685.84
2024-04-12,South,Ads,903,144,39,206.06
2024-04-12,South,Social Media,587,20,8,217.48
2024-04-12,South,Referral,4773,61,39,3373.66
2024-04-12,East,Email,2564,90,42,1299.91
2024-04-12,East,Ads,2542,138,35,532.3
2024-04-12,East,Social Media,4057,64,35,2521.85
2024-04-12,East,Referral,1601,89,38,672.73
2024-04-12,West,Email,2761,105,11,245.17
2024-04-12,West,Ads,1008,95,30,298.94
2024-04-12,West,Social Media,1792,139,3,32.88
2024-04-12,West,Referral,824,156,28,148.44
2024-04-13,North,Email,4872,43,39,5260.94
2024-04-13,North,Ads,1454,22,5,296.31
2024-04-13,North,Social Media,1691,195,36,283.06
2024-04-13,North,Referral,3867,87,47,2377.25
2024-04-13,South,Email,2267,118,18,373.7
2024-04-13,South,Ads,4332,96,3,126.14
2024-04-13,South,Social Media,4766,41,4,426.65
2024-04-13,South,Referral,2943,88,21,801.13
2024-04-13,East,Email,1536,60,46,1229.26
2024-04-13,East,Ads,1643,116,41,564.74
2024-04-13,East,Social Media,1139,192,36,211.38
2024-04-13,East,Referral,1016,30,8,235.62
2024-04-13,West,Email,2429,125,35,665.06
2024-04-13,West,Ads,3090,94,46,1507.29
2024-04-13,West,Social Media,1593,60,33,929.59
2024-04-13,West,Referral,3285,197,17,279.39
2024-04-14,North,Email,3258,58,18,992.93
2024-04-14,North,Ads,2873,144,24,403.41
2024-04-14,North,Social Media,1593,185,3,29.96
2024-04-14,North,Referral,2375,108,16,372.11
2024-04-14,South,Email,4432,91,38,2046.74
2024-04-14,South,Ads,4361,133,48,1417.64
2024-04-14,South,Social Media,3333,185,38,666.82
2024-04-14,South,Referral,1331,157,16,115.75
2024-04-14,East,Email,3235,63,19,866.49
2024-04-14,East,Ads,2563,73,39,1175.12
2024-04-14,East,Social Media,4239,21,14,2788.99
2024-04-14,East,Referral,3946,111,40,1608.65
2024-04-14,West,Email,4433,77,46,2170.86
2024-04-14,West,Ads,2675,26,11,1312.54
2024-04-14,West,Social Media,3758,57,6,465.67
2024-04-14,West,Referral,4136,162,33,913.41
2024-04-15,North,Email,850,166,10,60.06
2024-04-15,North,Ads,4777,144,40,1591.1
2024-04-15,North,Social Media,4624,135,12,332.87
2024-04-15,North,Referral,3540,40,32,2659.57
2024-04-15,South,Email,4661,110,37,1769.62
2024-04-15,South,Ads,4933,142,2,69.87
2024-04-15,South,Social Media,3862,178,29,750.63
2024-04-15,South,Referral,4876,62,39,3175.57
2024-04-15,East,Email,3250,70,3,157.47
2024-04-15,East,Ads,4080,88,10,450.08
2024-04-15,East,Social Media,1711,178,11,96.23
2024-04-15,East,Referral,1001,104,50,450.11
2024-04-15,West,Email,3555,196,4,71.91
2024-04-15,West,Ads,1505,109,39,496.9
2024-04-15,West,Social Media,2107,24,16,1492.04
2024-04-15,West,Referral,1780,163,38,355.16
2024-04-16,North,Email,1024,139,17,123.2
2024-04-16,North,Ads,648,85,28,240.89
2024-04-16,North,Social Media,4401,121,47,2008.75
2024-04-16,North,Referral,3323,116,8,200.98
2024-04-16,South,Email,699,134,22,126.7
2024-04-16,South,Ads,2811,77,47,1673.28
2024-04-16,South,Social Media,1104,28,16,677.23
2024-04-16,South,Referral,1917,48,17,779.32
2024-04-16,East,Email,3433,56,23,1662.54
2024-04-16,East,Ads,4315,112,17,661.62
2024-04-16,East,Social Media,4754,33,22,2949.68
2024-04-16,East,Referral,3820,110,25,1030.21
2024-04-16,West,Email,2064,198,50,547.41
2024-04-16,West,Ads,3791,91,24,1074.59
2024-04-16,West,Social Media,4218,61,37,2337.2
2024-04-16,West,Referral,1581,65,3,78.11
2024-04-17,North,Email,3470,148,24,591.59
2024-04-17,North,Ads,1447,172,4,35.03
2024-04-17,North,Social Media,813,89,3,22.7
2024-04-17,North,Referral,4170,21,13,2759.89
2024-04-17,South,Email,2951,122,25,552.98
2024-04-17,South,Ads,4532,148,46,1453.55
2024-04-17,South,Social Media,4641,74,12,667.62
2024-04-17,South,Referral,2336,173,14,167.24
2024-04-17,East,Email,3058,54,25,1416.09
2024-04-17,East,Ads,4571,35,18,2118.9
2024-04-17,East,Social Media,1794,30,2,131.79
2024-04-17,East,Referral,4710,87,44,2789.89
2024-04-17,West,Email,2941,94,19,709.53
2024-04-17,West,Ads,796,197,24,109.89
2024-04-17,West,Social Media,4854,26,18,3892.51
2024-04-17,West,Referral,675,98,3,24.03
2024-04-18,North,Email,3002,179,5,85.39
2024-04-18,North,Ads,1175,51,29,673.72
2024-04-18,North,Social Media,3759,75,36,1662.67
2024-04-18,North,Referral,2583,99,20,583.51
2024-04-18,South,Email,4902,41,25,3160.51
2024-04-18,South,Ads,2615,55,19,850.63
2024-04-18,South,Social Media,2057,85,22,472.41
2024-04-18,South,Referral,2082,58,30,878.32
2024-04-18,East,Email,2120,36,17,1005.32
2024-04-18,East,Ads,600,21,17,519.58
2024-04-18,East,Social Media,4525,122,48,2055.95
2024-04-18,East,Referral,2037,60,20,775.99
2024-04-18,West,Email,4165,163,5,134.44
2024-04-18,West,Ads,769,31,4,102.14
2024-04-18,West,Social Media,1005,125,33,312.1
2024-04-18,West,Referral,861,156,50,248.68
2024-04-19,North,Email,4695,165,10,258.53
2024-04-19,North,Ads,1552,144,15,151.94
2024-04-19,North,Social Media,1181,176,16,102.01
2024-04-19,North,Referral,2629,196,45,699.72
2024-04-19,South,Email,574,33,4,66.94
2024-04-19,South,Ads,4657,125,39,1172.22
2024-04-19,South,Social Media,2055,77,49,1568.93
2024-04-19,South,Referral,960,138,15,111.81
2024-04-19,East,Email,1575,56,9,253.42
2024-04-19,East,Ads,2424,137,6,126.43
2024-04-19,East,Social Media,2781,51,34,1705.25
2024-04-19,East,Referral,1041,133,13,113.22
2024-04-19,West,Email,3244,49,10,620.26
2024-04-19,West,Ads,4657,22,15,3193.72
2024-04-19,West,Social Media,4262,160,40,1272.71
2024-04-19,West,Referral,2858,156,3,45.51
2024-04-20,North,Email,1308,191,32,226.22
2024-04-20,North,Ads,4725,115,19,720.04
2024-04-20,North,Social Media,557,125,45,209.43
2024-04-20,North,Referral,4395,190,26,662.25
2024-04-20,South,Email,3642,137,4,127.44
2024-04-20,South,Ads,2573,76,25,823.38
2024-04-20,South,Social Media,1310,68,43,932.3
2024-04-20,South,Referral,2007,30,8,623.02
2024-04-20,East,Email,3205,104,37,954.86
2024-04-20,East,Ads,4873,200,31,668.15
2024-04-20,East,Social Media,4850,144,31,1046.62
2024-04-20,East,Referral,3426,92,21,850.02
2024-04-20,West,Email,1798,24,12,993.35
2024-04-20,West,Ads,4923,174,41,1221.32
2024-04-20,West,Social Media,1201,102,43,557.04
2024-04-20,West,Referral,4764,52,20,2109.34
2024-04-21,North,Email,866,35,24,566.01
2024-04-21,North,Ads,4435,31,9,1151.98
2024-04-21,North,Social Media,2408,196,27,344.67
2024-04-21,North,Referral,3522,32,29,3407.92
2024-04-21,South,Email,2270,37,31,2215.12
2024-04-21,South,Ads,4288,58,34,2493.73
2024-04-21,South,Social Media,1252,185,3,23.69
2024-04-21,South,Referral,3105,69,39,1404.52
2024-04-21,East,Email,2446,188,9,122.66
2024-04-21,East,Ads,2282,176,7,102.8
2024-04-21,East,Social Media,2061,186,13,151.63
2024-04-21,East,Referral,1801,70,24,606.74
2024-04-21,West,Email,1445,108,14,184.22
2024-04-21,West,Ads,1917,28,16,1081.54
2024-04-21,West,Social Media,725,70,35,308.16
2024-04-21,West,Referral,2678,139,7,127.24
2024-04-22,North,Email,1203,166,4,28.17
2024-04-22,North,Ads,828,135,13,84.45
2024-04-22,North,Social Media,620,113,5,30.47
2024-04-22,North,Referral,4175,82,30,1767.23
2024-04-22,South,Email,832,60,3,33.69
2024-04-22,South,Ads,3670,169,37,962.9
2024-04-22,South,Social Media,4397,193,30,612.12
2024-04-22,South,Referral,1513,162,32,267.1
2024-04-22,East,Email,798,93,50,508.94
2024-04-22,East,Ads,2611,21,3,399.89
2024-04-22,East,Social Media,2406,45,30,1385.64
2024-04-22,East,Referral,1857,44,2,71.63
2024-04-22,West,Email,4485,156,39,1242.22
2024-04-22,West,Ads,1928,46,43,1542.23
2024-04-22,West,Social Media,3562,63,37,1741.08
2024-04-22,West,Referral,1540,146,41,405.04
2024-04-23,North,Email,575,65,23,241.57
2024-04-23,North,Ads,2616,156,22,435.66
2024-04-23,North,Social Media,1110,110,50,479.72
2024-04-23,North,Referral,4498,180,40,1057.59
2024-04-23,South,Email,530,30,24,382.92
2024-04-23,South,Ads,4571,124,28,1210.63
2024-04-23,South,Social Media,1370,120,22,235.26
2024-04-23,South,Referral,3239,192,22,365.13
2024-04-23,East,Email,4633,167,26,722.23
2024-04-23,East,Ads,3475,45,7,502.38
2024-04-23,East,Social Media,3284,20,6,1131.95
2024-04-23,East,Referral,4479,67,26,1448.75
2024-04-23,West,Email,1814,95,31,490.81
2024-04-23,West,Ads,1728,194,4,37.37
2024-04-23,West,Social Media,3015,178,6,99.8
2024-04-23,West,Referral,2281,180,9,115.0
2024-04-24,North,Email,711,35,13,242.63
2024-04-24,North,Ads,1050,108,47,533.26
2024-04-24,North,Social Media,1227,131,48,440.15
2024-04-24,North,Referral,3237,96,33,1241.31
2024-04-24,South,Email,1303,82,6,85.26
2024-04-24,South,Ads,4764,93,25,1435.47
2024-04-24,South,Social Media,4741,26,5,945.86
2024-04-24,South,Referral,4655,74,17,1048.55
2024-04-24,East,Email,4234,33,16,2057.89
2024-04-24,East,Ads,1676,40,18,746.52
2024-04-24,East,Social Media,3550,161,30,633.49
2024-04-24,East,Referral,3013,170,47,684.88
2024-04-24,West,Email,1596,180,33,291.66
2024-04-24,West,Ads,2054,89,36,865.58
2024-04-24,West,Social Media,3093,103,26,657.97
2024-04-24,West,Referral,4939,104,12,525.46
2024-04-25,North,Email,944,146,50,263.18
2024-04-25,North,Ads,1795,35,13,612.98
2024-04-25,North,Social Media,2568,197,44,545.42
2024-04-25,North,Referral,2308,51,42,1898.82
2024-04-25,South,Email,2951,172,3,42.75
2024-04-25,South,Ads,4854,122,34,1473.29
2024-04-25,South,Social Media,1624,64,35,917.76
2024-04-25,South,Referral,736,45,15,263.32
2024-04-25,East,Email,4282,65,32,1955.63
2024-04-25,East,Ads,3165,36,15,1315.07
2024-04-25,East,Social Media,3315,43,28,2051.76
2024-04-25,East,Referral,837,129,19,143.73
2024-04-25,West,Email,636,83,9,62.48
2024-04-25,West,Ads,4038,177,29,530.31
2024-04-25,West,Social Media,2482,30,18,1660.0
2024-04-25,West,Referral,2647,106,20,429.77
2024-04-26,North,Email,1438,120,38,502.05
2024-04-26,North,Ads,2149,126,27,426.14
2024-04-26,North,Social Media,4679,34,21,2786.51
2024-04-26,North,Referral,3737,42,27,2433.92
2024-04-26,South,Email,3471,142,9,253.07
2024-04-26,South,Ads,3800,37,15,1532.76
2024-04-26,South,Social Media,1404,158,45,406.31
2024-04-26,South,Referral,1434,97,29,459.58
2024-04-26,East,Email,520,157,44,174.62
2024-04-26,East,Ads,1609,168,45,347.52
2024-04-26,East,Social Media,1674,160,6,56.61
2024-04-26,East,Referral,1345,28,26,1492.0
2024-04-26,West,Email,4696,168,19,436.1
2024-04-26,West,Ads,742,100,44,282.02
2024-04-26,West,Social Media,2041,86,13,267.9
2024-04-26,West,Referral,2357,21,16,1862.97
2024-04-27,North,Email,2372,154,31,567.27
2024-04-27,North,Ads,1681,179,47,416.68
2024-04-27,North,Social Media,3833,46,19,1325.15
2024-04-27,North,Referral,4459,43,39,4501.6
2024-04-27,South,Email,1570,43,2,85.31
2024-04-27,South,Ads,1886,175,41,477.79
2024-04-27,South,Social Media,2504,181,12,175.99
2024-04-27,South,Referral,2663,112,43,923.66
2024-04-27,East,Email,4293,43,9,897.28
2024-04-27,East,Ads,3808,72,9,427.17
2024-04-27,East,Social Media,1492,68,35,661.48
2024-04-27,East,Referral,3674,82,48,1733.68
2024-04-27,West,Email,3578,146,41,880.34
2024-04-27,West,Ads,3023,72,39,1955.74
2024-04-27,West,Social Media,2501,127,49,966.18
2024-04-27,West,Referral,2265,175,6,79.34
2024-04-28,North,Email,4306,130,43,1693.24
2024-04-28,North,Ads,2118,143,12,172.01
2024-04-28,North,Social Media,3322,170,8,130.99
2024-04-28,North,Referral,4998,77,10,715.8
2024-04-28,South,Email,709,60,49,506.65
2024-04-28,South,Ads,1292,135,15,119.79
2024-04-28,South,Social Media,3610,138,16,391.34
2024-04-28,South,Referral,1714,87,20,412.87
2024-04-28,East,Email,712,142,48,287.92
2024-04-28,East,Ads,1917,102,31,587.21
2024-04-28,East,Social Media,604,195,3,7.62
2024-04-28,East,Referral,4345,126,41,1639.79
2024-04-28,West,Email,878,21,10,445.59
2024-04-28,West,Ads,724,120,34,233.33
2024-04-28,West,Social Media,1759,146,41,554.0
2024-04-28,West,Referral,4051,174,2,50.54
2024-04-29,North,Email,1009,59,33,647.37
2024-04-29,North,Ads,3441,27,26,2763.7
2024-04-29,North,Social Media,4732,139,24,780.9
2024-04-29,North,Referral,1722,200,21,195.15
2024-04-29,South,Email,1201,193,25,147.59
2024-04-29,South,Ads,1801,158,49,545.73
2024-04-29,South,Social Media,4830,182,50,1148.38
2024-04-29,South,Referral,1659,73,38,820.82
2024-04-29,East,Email,2331,53,33,1510.07
2024-04-29,East,Ads,2418,36,34,2305.82
2024-04-29,East,Social Media,2855,137,17,328.26
2024-04-29,East,Referral,2324,132,30,541.27
2024-04-29,West,Email,2221,104,6,104.01
2024-04-29,West,Ads,4710,140,14,479.62
2024-04-29,West,Social Media,1915,29,10,779.4
2024-04-29,West,Referral,2742,158,13,259.13
2024-04-30,North,Email,1188,196,26,171.28
2024-04-30,North,Ads,4759,58,27,1855.97
2024-04-30,North,Social Media,1323,123,2,18.84
2024-04-30,North,Referral,1297,31,25,880.8
2024-04-30,South,Email,2393,106,5,127.56
2024-04-30,South,Ads,4218,41,30,3678.93
2024-04-30,South,Social Media,2260,77,30,1056.39
2024-04-30,South,Referral,895,26,24,917.32
2024-04-30,East,Email,3121,109,41,1387.62
2024-04-30,East,Ads,4949,96,37,2173.31
2024-04-30,East,Social Media,2962,112,29,859.23
2024-04-30,East,Referral,2178,52,21,1025.92
2024-04-30,West,Email,2236,42,9,499.53
2024-04-30,West,Ads,1164,96,22,275.44
2024-04-30,West,Social Media,2264,141,44,595.22
2024-04-30,West,Referral,1167,62,26,517.89
2024-05-01,North,Email,4570,90,39,1986.95
2024-05-01,North,Ads,4657,128,40,1327.11
2024-05-01,North,Social Media,1097,145,9,65.74
2024-05-01,North,Referral,3150,52,47,2437.71
2024-05-01,South,Email,3809,145,28,685.38
2024-05-01,South,Ads,2031,125,50,828.25
2024-05-01,South,Social Media,753,133,21,140.78
2024-05-01,South,Referral,1731,38,9,379.57
2024-05-01,East,Email,3408,124,37,832.96
2024-05-01,East,Ads,4383,95,18,706.1
2024-05-01,East,Social Media,2458,189,49,608.09
2024-05-01,East,Referral,3674,165,16,357.0
2024-05-01,West,Email,735,190,36,130.15
2024-05-01,West,Ads,4777,81,6,417.2
2024-05-01,West,Social Media,4428,115,27,906.91
2024-05-01,West,Referral,2526,157,13,173.65
2024-05-02,North,Email,1081,167,6,36.95
2024-05-02,North,Ads,3885,65,23,1111.32
2024-05-02,North,Social Media,3335,198,15,262.28
2024-05-02,North,Referral,661,94,41,280.35
2024-05-02,South,Email,2158,73,45,1511.77
2024-05-02,South,Ads,1466,141,50,422.72
2024-05-02,South,Social Media,4129,75,8,363.35
2024-05-02,South,Referral,3248,150,39,907.04
2024-05-02,East,Email,1567,147,45,553.22
2024-05-02,East,Ads,1326,157,36,341.93
2024-05-02,East,Social Media,4485,64,45,2972.64
2024-05-02,East,Referral,4401,78,50,3121.72
2024-05-02,West,Email,2506,179,11,150.86
2024-05-02,West,Ads,1337,142,42,429.29
2024-05-02,West,Social Media,3861,120,18,490.44
2024-05-02,West,Referral,2473,59,20,881.85
2024-05-03,North,Email,2728,83,20,781.05
2024-05-03,North,Ads,3239,195,44,708.74
2024-05-03,North,Social Media,2943,157,8,144.61
2024-05-03,North,Referral,3700,68,37,1967.9
2024-05-03,South,Email,2151,43,26,1116.04
2024-05-03,South,Ads,733,112,31,211.62
2024-05-03,South,Social Media,1466,141,25,208.98
2024-05-03,South,Referral,534,160,24,75.26
2024-05-03,East,Email,2776,186,25,415.33
2024-05-03,East,Ads,1919,53,8,242.26
2024-05-03,East,Social Media,3456,50,3,183.26
2024-05-03,East,Referral,3884,94,35,1287.48
2024-05-03,West,Email,2366,48,3,175.07
2024-05-03,West,Ads,1946,96,38,923.91
2024-05-03,West,Social Media,3487,143,20,405.76
2024-05-03,West,Referral,3868,80,27,1083.74
2024-05-04,North,Email,1114,89,44,636.28
2024-05-04,North,Ads,858,38,5,98.83
2024-05-04,North,Social Media,4196,76,38,1960.7
2024-05-04,North,Referral,3002,172,34,607.46
2024-05-04,South,Email,3174,25,19,2647.29
2024-05-04,South,Ads,4734,96,38,1938.08
2024-05-04,South,Social Media,1575,50,28,901.04
2024-05-04,South,Referral,4449,112,37,1737.36
2024-05-04,East,Email,1097,172,3,19.72
2024-05-04,East,Ads,4472,23,5,1096.12
2024-05-04,East,Social Media,1216,137,38,315.85
2024-05-04,East,Referral,1165,186,21,129.03
2024-05-04,West,Email,1579,100,22,413.35
2024-05-04,West,Ads,1863,176,29,359.23
2024-05-04,West,Social Media,4044,38,34,4215.48
2024-05-04,West,Referral,1097,143,11,90.09
2024-05-05,North,Email,3105,132,28,716.34
2024-05-05,North,Ads,1088,174,15,86.35
2024-05-05,North,Social Media,3890,132,31,873.48
2024-05-05,North,Referral,2559,175,45,768.78
2024-05-05,South,Email,900,59,50,778.18
2024-05-05,South,Ads,2375,140,35,502.73
